X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,y
0.22969020217267128,0.5169212194495294,0.31419479211388385,0.2001148168871688,0.15795177510498745,0.01600992161699257,0.33172898926323585,0.0,0.02510349632514186,0.0,0.6668277648750711,150.50991199999984
0.22737813351764635,0.5136449166136772,0.3854952361338482,0.32377667804629295,0.1317106735221628,0.014349678212709247,0.34271257558928786,0.19073841818506154,0.02510349632514186,0.14061897485831965,0.7815946335252995,153.53469699999988
0.2251653364986715,0.5107936470879157,0.3320062532498396,0.4222439632022523,0.1656817796291557,0.013022824418588529,0.3406145871899297,0.26225039305459075,0.028854557726222363,0.14186937838462654,0.7995874236977536,167.440924
0.22305181111574673,0.5065737462653792,0.33833675492231974,0.38492748290526535,0.22849424695954218,0.017464730328517288,0.3406968612448064,0.22097758577135806,0.02824182215738913,0.13690576821535283,0.8191100842123682,158.349393
0.2210375573688721,0.5051959654558471,0.35924566298218064,0.25556161243328934,0.2190385606092196,0.013686023195551072,0.34077913529968323,0.1107023038863375,0.02824182215738913,0.07297511499996012,0.6503515008252343,171.23959599999992
0.21912257525804751,0.5080648530783458,0.37396668991937204,0.263763659469857,0.24002024574250377,0.013139123981553189,0.34086140935456005,0.1248229303472308,0.02824182215738913,0.08298554505751565,0.7010471527568011,186.96893999999998
0.21730686478327305,0.5087388650022877,0.37450974013131566,0.3749952468242338,0.2677487699096647,0.013322617458000051,0.33999753177835373,0.27519675742907657,0.02824182215738913,0.18994454152512652,0.6252668880797883,173.1859449999998
0.2155904259445487,0.5080429389570642,0.3979955362730273,0.3648156802755076,0.27275809039524446,0.013848320416411706,0.32975441194619276,0.30096414758370726,0.02622943681203338,0.22004921705799008,0.5253211695742196,167.41577199999995
0.21397325874187437,0.5065937008457462,0.392438003636039,0.3739014377505254,0.28156912530575695,0.013081772813408223,0.3037146735776873,0.3072856651774045,0.027097219673477335,0.22318694867186362,0.5261416318047413,162.38104799999994
0.21245536317525016,0.5043655092102772,0.35541765331693626,0.42726463943417137,0.3087404526318569,0.014743643551587303,0.30963840552881644,0.31166820502404247,0.02760731425869889,0.21788666882798358,0.6942598425163156,162.73091399999996
0.21103673924467603,0.5029357757799564,0.37130982888653435,0.3741004924852208,0.29155669162626585,0.01224569760130258,0.3187296885927023,0.24963739760853154,0.025016407005713726,0.18506672381591116,0.7522225611748565,142.75616699999983
0.2084973062916781,0.4973147143461227,0.3375946253193377,0.4634701165607653,0.2633103347355581,0.015471373682920822,0.33691225472047387,0.3221653439029746,0.025016407005713726,0.2359940961399143,0.7911078032144954,160.49649499999992
0.20737649726925425,0.49134128349480927,0.2936400274237176,0.5280987581299145,0.2751248619391464,0.0143092997974258,0.34863630754041713,0.3610796615757472,0.02446898842645162,0.24975914142266942,0.8038442426432795,150.8534739999999
0.20635495988288047,0.48610262155988676,0.3773125780596853,0.4696904116921444,0.2826381222217048,0.013379106324455475,0.34320621991854866,0.3743698108597533,0.026895048039090708,0.27161657391190674,0.7320763693036769,150.12457699999987
0.20543269413255683,0.4804282521951044,0.33521336614723135,0.5069308411768725,0.30893565004633483,0.01165323844208372,0.3502406516105146,0.37247009927076613,0.02965080293242195,0.25700068393207287,0.7978769777849635,149.79051299999998
0.20460970001828327,0.47520052346960856,0.3736579686513034,0.4817924105124972,0.30217289176405215,0.01276575275384073,0.34332963100086383,0.37722412677670314,0.03142369264935052,0.259021788225382,0.7850331643995748,153.88039799999999
0.20388597754005977,0.4697140570553027,0.3280796688255788,0.44298401167241097,0.31511088332292714,0.013649049984164293,0.3419721090953968,0.3059543060455103,0.034754859117474224,0.20288700981415997,0.701314692853813,160.1178729999999
0.20326152669788639,0.4661537130115489,0.33202625705908617,0.3249584415376575,0.3075880894301364,0.01567946244301037,0.3406145871899297,0.16476933285584372,0.034754859117474224,0.10716052674196364,0.7055542356484904,159.5364289999998
0.20273634749176306,0.460673278990166,0.37401921363112195,0.4651538154130396,0.31044531097004724,0.01737579359759013,0.3392570652844626,0.3705891451993115,0.034754859117474224,0.2522992628970633,0.7142289153381587,168.4280299999999
0.20231043992168984,0.45536223114619284,0.37270371559847715,0.49554173605752183,0.24212616382234084,0.015364093162605173,0.35628779464395904,0.39523712450141013,0.034754859117474224,0.27152622116546943,0.7658930438656235,158.31412699999987
0.2019838039876667,0.4499004931093515,0.3825918539127521,0.4711214895854364,0.2649010298995659,0.011647116640473975,0.3881278538812785,0.39616566375640994,0.04225698191963534,0.2597045077385527,0.6416154545102689,159.8364899999999
0.2017564396896937,0.4440127487264222,0.29965572426984854,0.5345372860269065,0.3030973134338446,0.012496478400814841,0.3931877082562015,0.3908325923001055,0.04272353184514288,0.2476537056537288,0.7120946789802145,163.90192799999983
0.20162834702777077,0.43740638990110786,0.335371183497635,0.5111361204390923,0.33349911688389,0.014781059107529238,0.44896951746266817,0.4005213217175021,0.04575610636094174,0.24214392607928537,0.6761268086957783,160.64123099999983
0.2015995260018979,0.43117916716742527,0.34684433674059756,0.45181516425421364,0.3314102117412807,0.009806796543340855,0.4351886132708051,0.3221269464186016,0.04801109766756151,0.19780453786855412,0.7620100212299021,156.39159899999996
0.20166997661207514,0.4283355922303668,0.406673283984897,0.28647666440343855,0.319058477897874,0.010518837724596837,0.42140770907894193,0.1678663344875726,0.04801109766756151,0.09087518643543369,0.7834825438628863,169.16867299999987
0.20183969885830244,0.42147218915243595,0.34629850493498654,0.5104100005098711,0.32492343917845423,0.014044451205891546,0.40762680488707886,0.3822851437300858,0.04801109766756151,0.23737343247050302,0.8245700501593254,169.0182579999999
0.2021086927405799,0.4142903170889823,0.37455698925064485,0.5108689506290691,0.3191913581963638,0.0152634840936781,0.4305812661977046,0.41292045812619227,0.0472117421285253,0.255434223822528,0.7919071915474545,170.42914
0.2024769582589074,0.40910202985335803,0.33815942928707476,0.5294551078337694,0.3374561293348024,0.017745163652825507,0.49524867333086514,0.4231897152080828,0.048035980330255246,0.2595319901420068,0.6899100359546091,182.54302699999994
0.20294449541328496,0.402843838329288,0.39871221645513377,0.4721663616147347,0.31785418473061566,0.01771375332950932,0.42786622238677036,0.39510701144304194,0.051958110037355176,0.23374076558648949,0.7447058926634822,176.68289099999993
0.20351130420371266,0.39772761066198653,0.3984439036318276,0.4632915624798094,0.3036387704146133,0.016815934382908213,0.4194742687893372,0.38340438522365927,0.050430936614527244,0.219483103746398,0.7459495500391328,190.63243999999995
0.20417738463019047,0.39220822592453547,0.33037605258982417,0.4459215569598429,0.3022854144050021,0.015443126161773004,0.4179110617466782,0.3247163525117418,0.054424603976871655,0.1994836969425392,0.7134280509746955,179.74833999999984
0.20494273669271837,0.3899785129557502,0.3227014154182552,0.32013549741761205,0.3169217889698369,0.0128830157478784,0.4163478547040191,0.1866692961333114,0.054424603976871655,0.10202853655116428,0.582325968874723,192.102428
0.2058073603912963,0.38539757696171767,0.37480106460169665,0.46522523704542207,0.30576873807510285,0.015083494634571294,0.41478464766136,0.39051673379142793,0.054424603976871655,0.24204518292560973,0.6953183698841954,193.41310599999994
0.2067712557259244,0.38006896265187035,0.42189382165010403,0.45126429184889383,0.32859942278923215,0.013967440022412988,0.4727878563495002,0.4151426567227947,0.06025647804571577,0.25184068936392046,0.6934742106400977,196.72777299999984
0.20783442269660246,0.3744553945212003,0.4301182824818828,0.4356586651733374,0.3342962337534985,0.014286490103584295,0.43021103295075896,0.40518740168368095,0.06071991763838658,0.24031136477927229,0.6821515386817047,215.69679599999998
0.20899686130333073,0.3699898237626315,0.41660395535756223,0.4455571743724105,0.3248044469919872,0.011789821780243343,0.417993335801555,0.4037651948411609,0.06302467427039371,0.2369241988579731,0.6902303341128815,211.36657899999992
0.21025857154610905,0.3649734658985678,0.4233646898832987,0.45657726772445184,0.3308465974351227,0.014117768464943546,0.3987412069603851,0.421459873895482,0.063264169898821,0.25547012420053616,0.7020613641647852,204.70509799999996
0.21161955342493746,0.35910390652299556,0.405282824407876,0.404594222955455,0.33430380277455074,0.019431630446627296,0.39067834958245923,0.34218295042785507,0.062187994737316954,0.21086817981220618,0.7026945079336865,202.6136279999999
0.21307980693981599,0.3558543518415293,0.3813684580684008,0.3085532893662646,0.3409564080749974,0.015828256189248345,0.3826154922045332,0.20614431788297227,0.062187994737316954,0.11836633360148863,0.6838427413252051,191.34530899999982
0.21463933209074454,0.349449968650619,0.3770899410540013,0.4766196326560601,0.33261364558160766,0.016282107106698203,0.37455263482660733,0.41489724019610574,0.062187994737316954,0.25445315292915227,0.6541643605976404,192.00129499999994
0.21629812887772326,0.3442675779027649,0.4004031572497344,0.4698901277382509,0.2905183961179578,0.015817523350940617,0.40478834999382945,0.43397972029387555,0.06296246761365942,0.24975266197415458,0.6079606904884163,217.589485
0.21805619730075199,0.33770708037878755,0.4358559433501423,0.45353589654550097,0.30386152705138614,0.015833423823545398,0.4045415278291991,0.444625401565081,0.06080389662497787,0.27484825041727534,0.6098919027930595,191.08666999999997
0.21991353735983088,0.33281406902112937,0.4370526807315732,0.4497988257622325,0.3132607987333301,0.014147038087646384,0.454029371837591,0.439190649097136,0.05773710844797508,0.2825240572879073,0.620558852004212,187.67546099999987
0.22187014905495983,0.32751564529735383,0.43457447560839146,0.4477705836648542,0.2801034752303728,0.013078308939029542,0.45291867209675435,0.4341538731640133,0.05812278971972795,0.2786706621230821,0.6169206129577214,188.950095
0.22392603238613887,0.32185135826163075,0.4139748659126664,0.40196683271975764,0.33794284979406186,0.004883975640194968,0.4658356987124111,0.3653811773416644,0.054916036565072934,0.21649555199062942,0.5899180814044777,204.4431339999999
0.2260407337763642,0.31798363211842634,0.4114749815733132,0.27318919874782,0.33743494128389784,0.006649226083616049,0.47875272532806773,0.21189730393665895,0.054916036565072934,0.11235334917853812,0.5491759307401076,201.11573199999984
0.22817379964863188,0.3118431295928025,0.39503692047332006,0.4659606153343965,0.2774426489546019,0.015491713812657716,0.4916697519437245,0.4212638923573262,0.054916036565072934,0.2424051029497185,0.6229900342515069,197.1115149999999
0.23032523000294197,0.3071459248231995,0.4082422540489906,0.46135392004573106,0.3237926199105089,0.014793059537040394,0.494508206836974,0.4269347863154267,0.054916036565072934,0.2584640691081168,0.630679059412016,192.08180299999984
0.2324950248392945,0.3026019430583225,0.46083550845341514,0.42548703436154256,0.32462656631718734,0.015784999832426292,0.5683080340614588,0.4288564205707053,0.05673869160738898,0.2692238426626574,0.6293363489077666,186.321312
0.2346831841576894,0.29916045288759957,0.45049201115131865,0.4389109946923808,0.3281049481340934,0.01734632711998055,0.5578180920646674,0.4348700216995014,0.060993626928017686,0.26717842246327894,0.6395108669524973,192.75302999999982
0.23688970795812675,0.2975820268737333,0.42213194573898427,0.45229659896138397,0.3260393605528987,0.01980402434762627,0.5665802789090459,0.4297152706402343,0.0641786077528157,0.26326231792568766,0.6238735143616947,173.50391399999987
0.2391145962406065,0.29526368952820486,0.3081738293013009,0.46476893217186777,0.3311674735833353,0.020343666177395504,0.5381957299765519,0.35206914023555425,0.06153482484160644,0.19922739040929272,0.5912710863107901,185.22785299999984
0.24135784900512863,0.2937962016838826,0.3687908131796736,0.31169319594544687,0.2886058381711125,0.01916559300585231,0.5098111810440578,0.21218222728941338,0.06153482484160644,0.11865831250670344,0.6052169346885985,168.85940699999986
0.24361946625169317,0.2874812526885813,0.2540552292637515,0.5568691110632176,0.2838162102575905,0.01818040676371782,0.4814266321115636,0.4121777923536327,0.06153482484160644,0.1855758518754127,0.6179571474249786,167.42507199999994
0.24589944798030017,0.285782652473305,0.33646343864404576,0.5148202863094848,0.305531453894483,0.01625117541099842,0.4383561643835617,0.42795070344823416,0.061133591905669915,0.21343516103209503,0.6428866667609063,168.46223199999991
0.2481977941909495,0.28199472856369107,0.38124912847828607,0.4832102621775701,0.19515145640059278,0.015608640223403854,0.40861409354560047,0.4317811071606088,0.06199826443427725,0.2395039396784735,0.6036658594920922,180.6763099999999
0.2505145048836413,0.28897841265905716,0.3960692761420648,0.47445582171943745,0.17800025433762484,0.0153350443261899,0.3661606812291744,0.4317103912870992,0.06438077938720232,0.2482211727139505,0.6126944249882422,169.4988729999999
0.2528495800583755,0.29372453523968695,0.3859865007169403,0.4724910655175102,0.16868085087323761,0.014885553551929429,0.37825496729606317,0.4168936030787742,0.06493752896497462,0.23766712644372945,0.6309912889724251,157.46176499999993
0.2552030197151521,0.2950736677481181,0.3547647826141513,0.4124433280919996,0.18778664556877275,0.008873807730694754,0.37344193508577067,0.30200277907516093,0.062402607703050395,0.12130501728252374,0.6411962549303754,150.32872799999993
0.25757482385397107,0.29493642786279367,0.2723777771778979,0.3377316714401226,0.30065869984379234,0.007266980712361583,0.36862890287547817,0.14737876657766913,0.062402607703050395,0.02985782678066662,0.6143811474341863,145.37988599999989
0.2599649924748325,0.29711471256336136,0.3516858675529197,0.4325425658049492,0.22486309591038733,0.012535954371447368,0.36381587066518567,0.33940881098650544,0.062402607703050395,0.16555589080347444,0.5621475980629846,170.269817
0.2623735255777363,0.29850425669810127,0.3637055654628089,0.4467085175388713,0.2845821772492749,0.017504803811690287,0.3854128100703443,0.37148363601074497,0.06419415941699935,0.17311568113766884,0.5497380249207143,166.44276799999997
0.26480042316268254,0.29724150271739685,0.36029520486246086,0.48455007909615133,0.28193760006457047,0.017254227586885034,0.3676416142169567,0.4024252753837436,0.06271364098672205,0.192062916776228,0.6190290918686403,163.365369
0.2672456852296712,0.29481250743070536,0.35095817332125984,0.49774985485867806,0.271628011826607,0.014392065320021517,0.3847957546587683,0.4045167483125405,0.06190184411633903,0.20481325089471236,0.6493889431070465,157.97187099999988
0.2697093117787022,0.29307406511869666,0.346749353572474,0.5059686330739428,0.30712089334169534,0.016558793239958035,0.37936566703689995,0.41293841827905986,0.05719902086722306,0.21873993419318205,0.6448450489091492,146.63382599999986
0.27219130280977566,0.2920491525443863,0.2312863510808526,0.5187901387094072,0.31976372779980955,0.013950470357471571,0.38072318894236695,0.32710250435548294,0.059121206560314166,0.1649644273636277,0.6564868773040001,143.099625
0.2772103783180498,0.2900638531606277,0.23802098304985592,0.5264408504226673,0.2898709005085398,0.011197331741823427,0.3834382327533012,0.3616186962954844,0.059121206560314166,0.18329733994261155,0.5410857711190611,137.350418
0.2797474627952504,0.2863175976959989,0.2572306708852042,0.5442969198296805,0.2759494367635662,0.011475385051710101,0.3777613229668025,0.39473153696042096,0.061167805566873734,0.20603054912007546,0.5688530344914787,167.2262209999998
0.2823029117544935,0.28449499529976746,0.2544350930222557,0.5359710091658424,0.2940794093080418,0.015125252578162007,0.3635690485005553,0.3870493676177016,0.061419742526647836,0.2006697258013065,0.546350075181736,157.9624219999999
0.284876725195779,0.282517098865162,0.3009676082090731,0.518574551189438,0.2624358871221937,0.013314268494013997,0.35036406269282977,0.3854278747115165,0.06266387566133458,0.19791860864862731,0.6553618404903884,146.98507099999998
0.2874689031191069,0.2795235344932561,0.2617979399560617,0.5475221355808751,0.3113391382863965,0.013140642466265215,0.3555473281500678,0.38928783844989967,0.061696562149115675,0.18784681164091088,0.6499386457325965,144.72611799999999
0.29007944552447723,0.28073298232016136,0.2956230964977298,0.4363080729788885,0.3140669602358933,0.014930853339881492,0.36011353819572994,0.2979846826896231,0.06172766547748276,0.13366083995275946,0.5646951446344999,149.31278899999992
